codigo_aeronave,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_aviacao,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,classificacao,tipo,localidade,uf,pais,quantidade_recomendacoes,aeronaves_envolvidas,dia,mes,ano,periodo_mes,dia_semana,periodo_semana,hora,periodo_dia
1387,3992,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1992.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,JUIZ DE FORA,MG,BRASIL,0,1,20,10,2009,meio,1,semana,18,tarde
1393,252,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1991.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO NACIONAL,TO,BRASIL,2,1,7,4,2010,inicio,2,semana,18,tarde
1400,3259,HELICÓPTERO,BELL HELICOPTER,412,TURBOEIXO,2.0,5398,15.0,1988.0,BRASIL,TÁXI AÉREO,APROXIMAÇÃO FINAL,TÁXI AÉREO,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,MACAÉ,RJ,BRASIL,0,1,27,3,2013,fim,2,semana,13,tarde
1453,267,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,3.0,1990.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,LEVE,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ,SC,BRASIL,2,1,16,3,2009,meio,0,semana,18,tarde
1490,160,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1992.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ILHA COMPRIDA,SP,BRASIL,0,1,20,11,2011,meio,6,fds,18,tarde
1503,3848,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2075,6.0,1978.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,POUSO SEM TREM,CAMOCIM,CE,BRASIL,0,1,17,1,2012,meio,1,semana,18,tarde
1504,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1973.0,BRASIL,PARTICULAR,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,TABATINGA,AM,BRASIL,0,1,11,3,2015,meio,2,semana,23,noite
1518,3175,HELICÓPTERO,HELIBRAS,AS 355 F2,TURBOEIXO,2.0,2540,6.0,1988.0,BRASIL,TÁXI AÉREO,DESCIDA,TÁXI AÉREO,DESTRUÍDA,3,ACIDENTE,PERDA DE CONTROLE EM VOO,ALTO ALEGRE,RR,BRASIL,2,1,6,4,2011,inicio,2,semana,20,noite
1570,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,PISTÃO,1.0,1247,4.0,1982.0,BRASIL,PARTICULAR,POUSO,PRIVADA,NENHUM,0,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,PARNAÍBA,PI,BRASIL,0,1,9,6,2011,inicio,3,semana,14,tarde
1571,3992,AVIÃO,BEECH AIRCRAFT,N35,PISTÃO,1.0,1550,6.0,1961.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,AQUIDAUANA,MS,BRASIL,0,1,30,12,2014,fim,1,semana,20,noite
1586,3963,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1983.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ANADIA,AL,BRASIL,10,1,23,4,2006,fim,6,fds,13,tarde
1588,3992,AVIÃO,BEECH AIRCRAFT,35,PISTÃO,1.0,1157,4.0,1947.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,VITÓRIA DA CONQUISTA,BA,BRASIL,0,1,16,6,2007,meio,5,fds,12,manha
1595,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1990.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,MARECHAL THAUMATURGO,AC,BRASIL,2,1,7,3,2011,inicio,0,semana,17,tarde
1629,120,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,0.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SÃO FÉLIX DO XINGU,PA,BRASIL,0,1,12,6,2010,meio,5,fds,23,noite
1633,5179,AVIÃO,LEARJET,35A,JATO,2.0,8301,10.0,1982.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,POUSO BRUSCO,CRUZEIRO DO SUL,AC,BRASIL,1,1,29,1,2008,fim,1,semana,3,madrugada
1650,212,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,DESTRUÍDA,2,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,JUIZ DE FORA,MG,BRASIL,3,1,15,12,2007,meio,5,fds,22,noite
1661,239,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1992.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,RECIFE,PE,BRASIL,1,1,27,1,2013,fim,6,fds,11,manha
1703,158,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1992.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,POUSO ANTES DA PISTA,RIO DO OESTE,SC,BRASIL,2,1,4,2,2010,inicio,3,semana,17,tarde
1761,3924,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1976.0,BRASIL,TÁXI AÉREO,TÁXI,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,PERDA DE COMPONENTE NO SOLO,RIO BRANCO,AC,BRASIL,1,1,6,3,2014,inicio,3,semana,13,tarde
1770,283,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1993.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,SÃO PAULO,SP,BRASIL,0,1,28,10,2010,fim,3,semana,18,tarde
1770,283,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1993.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,SÃO PAULO,SP,BRASIL,2,1,8,6,2010,inicio,1,semana,19,noite
1823,317,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1991.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PORTO ALEGRE,RS,BRASIL,0,1,3,10,2012,inicio,2,semana,16,tarde
1823,317,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1991.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PORTO ALEGRE,RS,BRASIL,0,1,26,9,2008,fim,4,semana,20,noite
1846,294,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO AR,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,DRACENA,SP,BRASIL,1,1,20,5,2012,meio,6,fds,19,noite
1876,182,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1990.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ERECHIM,RS,BRASIL,2,1,21,12,2011,fim,2,semana,11,manha
1878,259,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1992.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,RIBEIRÃO PRETO,SP,BRASIL,0,1,21,12,2012,fim,4,semana,9,manha
1896,2240,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,2.0,5670,20.0,1991.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,COM TREM DE POUSO,VÁRZEA GRANDE,MT,BRASIL,0,1,23,2,2010,fim,1,semana,20,noite
1899,268,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SANTA CRUZ DO SUL,RS,BRASIL,1,1,28,7,2009,fim,1,semana,18,tarde
1914,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1994.0,BRASIL,PARTICULAR,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1,ACIDENTE,INDETERMINADA,CONCEIÇÃO DO ARAGUAIA,PA,BRASIL,0,1,11,3,2014,meio,1,semana,18,tarde
1986,279,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1990.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,0,1,26,12,2014,fim,4,semana,13,tarde
2002,4186,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1968.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SÃO JOÃO DO CARÚ,MA,BRASIL,1,1,27,9,2006,fim,2,semana,15,tarde
2007,5193,AVIÃO,CESSNA AIRCRAFT,310Q,PISTÃO,2.0,2404,6.0,1992.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,COM TREM DE POUSO,SANTARÉM,PA,BRASIL,0,1,8,4,2009,inicio,2,semana,13,tarde
2025,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155,6.0,1987.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,CAMPINAS,SP,BRASIL,0,1,17,8,2012,meio,4,semana,15,tarde
2026,5121,AVIÃO,CESSNA AIRCRAFT,208,TURBOÉLICE,1.0,3629,11.0,1990.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,NENHUM,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,SALES,SP,BRASIL,3,1,22,10,2008,fim,2,semana,14,tarde
2061,267,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1992.0,BRASIL,INSTRUÇÃO,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,SÃO JOSÉ,SC,BRASIL,0,1,16,3,2012,meio,4,semana,21,noite
2064,301,AVIÃO,PIPER AIRCRAFT,PA-18,PISTÃO,1.0,680,2.0,1950.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,PASSO FUNDO,RS,BRASIL,2,1,30,11,2010,fim,1,semana,18,tarde
2101,296,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1988.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,TRÊS RANCHOS,GO,BRASIL,0,1,30,11,2011,fim,2,semana,13,tarde
2101,296,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1988.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,UBERLÂNDIA,MG,BRASIL,0,1,16,2,2015,meio,0,semana,21,noite
2133,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,PISTÃO,1.0,1633,7.0,1980.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ENVIRA,AM,BRASIL,7,1,19,1,2011,meio,2,semana,22,noite
2151,4877,AVIÃO,CESSNA AIRCRAFT,U206C,PISTÃO,1.0,1633,6.0,1968.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,DESTRUÍDA,3,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,BELÉM,PA,BRASIL,1,1,3,9,2013,inicio,1,semana,17,tarde
2200,5193,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2.0,2155,6.0,1982.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,4,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,ÓBIDOS,PA,BRASIL,5,1,1,7,2011,inicio,4,semana,19,noite
2224,4088,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175,10.0,1976.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,OUTROS TIPOS,SÃO FÉLIX DO XINGU,PA,BRASIL,0,1,3,4,2012,inicio,1,semana,14,tarde
2226,4832,AVIÃO,CESSNA AIRCRAFT,650,JATO,2.0,9979,11.0,1991.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,RESENDE,RJ,BRASIL,0,1,30,1,2013,fim,2,semana,14,tarde
2259,269,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1992.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,SANTA MARIA,RS,BRASIL,0,1,25,11,2011,fim,4,semana,22,noite
2264,2765,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1974.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,ESTOURO DE PNEU,JACAREACANGA,PA,BRASIL,0,1,20,4,2011,meio,2,semana,10,manha
2268,170,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,CARAZINHO,RS,BRASIL,0,1,30,12,2013,fim,0,semana,11,manha
2272,1289,AVIÃO,CESSNA AIRCRAFT,150J,PISTÃO,1.0,726,2.0,1969.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,COM TREM DE POUSO,SALVADOR,BA,BRASIL,0,1,24,5,2013,fim,4,semana,10,manha
2289,997,AVIÃO,CESSNA AIRCRAFT,S550,JATO,2.0,6849,11.0,1987.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,EXTERIOR,EX,URUGUAI,0,1,16,2,2007,meio,4,semana,0,madrugada
2327,3992,AVIÃO,BEECH AIRCRAFT,C90,TURBOÉLICE,2.0,4377,8.0,1983.0,BRASIL,PARTICULAR,POUSO,PRIVADA,DESTRUÍDA,0,ACIDENTE,POUSO ANTES DA PISTA,NANUQUE,MG,BRASIL,3,1,13,6,2009,meio,5,fds,15,tarde
2336,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155,6.0,1986.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,RECIFE,PE,BRASIL,1,1,4,7,2010,inicio,6,fds,20,noite
2356,267,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PISTÃO,1.0,660,2.0,1962.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ,SC,BRASIL,0,1,19,8,2011,meio,4,semana,19,noite
2356,267,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PISTÃO,1.0,660,2.0,1962.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ,SC,BRASIL,0,1,27,2,2012,fim,0,semana,21,noite
2397,5167,AVIÃO,CESSNA AIRCRAFT,170A,PISTÃO,1.0,998,1.0,1950.0,BRASIL,ESPECIALIZADA,OUTRA FASE,ESPECIALIZADA,SUBSTANCIAL,0,ACIDENTE,COM COMANDOS DE VOO,PRAIA GRANDE,SP,BRASIL,2,1,23,12,2009,fim,2,semana,15,tarde
2398,2388,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-200A,PISTÃO,1.0,1550,1.0,0.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,SINOP,MT,BRASIL,0,1,21,4,2008,fim,0,semana,19,noite
2405,3992,AVIÃO,CESSNA AIRCRAFT,182G,PISTÃO,1.0,1270,4.0,1964.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,ACIDENTE,FALHA DO MOTOR EM VOO,FERROS,MG,BRASIL,0,1,7,4,2007,inicio,5,fds,12,manha
2437,112,AVIÃO,LAVIASA,PA-25-235,PISTÃO,1.0,1315,1.0,1992.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SÃO VICENTE FERRER,PE,BRASIL,0,1,6,6,2013,inicio,3,semana,10,manha
2439,5121,AVIÃO,CESSNA AIRCRAFT,208,TURBOÉLICE,1.0,3629,10.0,1986.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,BOITUVA,SP,BRASIL,0,1,11,1,2013,meio,4,semana,21,noite
2454,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202,4.0,1977.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,DESTRUÍDA,0,ACIDENTE,OUTROS TIPOS,BUJARI,AC,BRASIL,2,1,1,11,2008,inicio,5,fds,19,noite
2469,272,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,SANTO ÂNGELO,RS,BRASIL,0,1,5,11,2012,inicio,0,semana,20,noite
2469,272,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SANTO ÂNGELO,RS,BRASIL,1,1,9,1,2014,inicio,3,semana,18,tarde
2486,158,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1990.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BLUMENAU,SC,BRASIL,0,1,23,4,2012,fim,0,semana,13,tarde
2508,291,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1993.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,TAUBATÉ,SP,BRASIL,1,1,30,4,2009,fim,3,semana,15,tarde
2511,169,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CANELA,RS,BRASIL,8,1,14,6,2009,meio,6,fds,20,noite
2536,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1655,6.0,1984.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,GUARARAPES,SP,BRASIL,0,1,5,7,2014,inicio,5,fds,14,tarde
2590,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155,6.0,1995.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,4,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,CHAPADA DOS GUIMARÃES,MT,BRASIL,1,1,1,11,2012,inicio,3,semana,19,noite
2630,193,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1985.0,BRASIL,INSTRUÇÃO,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,GOIÂNIA,GO,BRASIL,1,1,6,10,2009,inicio,1,semana,11,manha
2664,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,6.0,1978.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO NO SOLO,PAUINI,AM,BRASIL,1,1,27,1,2011,fim,3,semana,21,noite
2665,321,AVIÃO,PIPER AIRCRAFT,PA-18,PISTÃO,1.0,680,2.0,1950.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,JUNDIAÍ,SP,BRASIL,0,1,7,2,2012,inicio,1,semana,16,tarde
2683,5029,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,2.0,5670,19.0,1981.0,BRASIL,TÁXI AÉREO,SUBIDA,TÁXI AÉREO,DESTRUÍDA,2,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,0,1,22,8,2007,fim,2,semana,3,madrugada
2691,3992,AVIÃO,PIPER AIRCRAFT,PA-31,PISTÃO,2.0,2948,8.0,1974.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ARUANÃ,GO,BRASIL,1,1,2,11,2012,inicio,4,semana,12,manha
2696,270,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1994.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,POUSO BRUSCO,SANTARÉM,PA,BRASIL,0,1,8,1,2014,inicio,2,semana,15,tarde
2760,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1980.0,BRASIL,PARTICULAR,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0,ACIDENTE,OUTROS TIPOS,BALSAS,MA,BRASIL,0,1,12,9,2012,meio,2,semana,20,noite
2765,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1970.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PANE SECA,ICÉM,SP,BRASIL,1,1,7,7,2013,inicio,6,fds,15,tarde
2768,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,6.0,1981.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,BATATAIS,SP,BRASIL,3,1,19,4,2008,meio,5,fds,21,noite
2835,3992,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950,6.0,1989.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COM ROTOR,SOROCABA,SP,BRASIL,0,1,31,10,2012,fim,2,semana,16,tarde
2844,1814,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950,6.0,1980.0,BRASIL,INSTRUÇÃO,APROXIMAÇÃO FINAL,INSTRUÇÃO,DESTRUÍDA,0,ACIDENTE,POUSO ANTES DA PISTA,BELO HORIZONTE,MG,BRASIL,0,1,20,8,2012,meio,0,semana,17,tarde
2901,2361,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1990.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPINA GRANDE DO SUL,PR,BRASIL,2,1,5,4,2015,inicio,6,fds,11,manha
2908,4565,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1905,1.0,1975.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,DOM PEDRITO,RS,BRASIL,3,1,11,1,2011,meio,1,semana,19,noite
2915,231,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1990.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,NOVO HAMBURGO,RS,BRASIL,1,1,3,3,2009,inicio,1,semana,18,tarde
2919,3671,AVIÃO,EMBRAER,EMB-820C NAVAJO,TURBOÉLICE,2.0,3175,5.0,1977.0,BRASIL,ESPECIALIZADA,NAVEGAÇÃO A BAIXA ALTURA,ESPECIALIZADA,DESTRUÍDA,1,ACIDENTE,PANE SECA,ESPINOSA,MG,BRASIL,0,1,6,7,2012,inicio,4,semana,13,tarde
